,IDX30 Index,,,,,LQ45 Index,,,,,KOA Comdty,,,,,XWA Comdty,,,,,LMNIDY Comdty,,,,,COA Comdty,,,,,LOSNDY Comdty,,,,,HGA Comdty,,,,,USDIDR Curncy,,,,,XAUIDR Curncy,,,,,RR1 Comdty,,,,
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW
10/23/2020,427.684,428.304,9597516900,431.33,423.203,787.583,789.815,12723058600,794.356,780.106,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,70.3,25,#N/A N/A,#N/A N/A,15685,15678.75,45383,16080,15645,#N/A N/A,48,108,#N/A N/A,#N/A N/A,18400,18530,#N/A N/A,18750,18400,#N/A N/A,316.75,#N/A N/A,#N/A N/A,#N/A N/A,14670,14660,#N/A N/A,14725,14618,27970893.33,27927033.33,#N/A N/A,28272313.37,278550.5332,12.365,12.345,5781,12.475,12.18
10/30/2020,428.764,428.714,2941779700,433.342,427.472,790.451,790.503,3871376200,798.475,787.789,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,66.9,25,#N/A N/A,#N/A N/A,15330,15123,24665,15950,15210,#N/A N/A,46.19,108,#N/A N/A,#N/A N/A,17880,17650,#N/A N/A,18240,17650,#N/A N/A,309.7,#N/A N/A,#N/A N/A,#N/A N/A,14660,14625,#N/A N/A,14699,14625,27956183.33,27736683.31,#N/A N/A,28079423.35,278407.9394,12.35,12.525,2025,12.64,12.265
11/6/2020,425.711,453.513,8811070500,453.914,421.618,784.613,834.899,11766436900,835.605,777.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65.9,25,#N/A N/A,#N/A N/A,15080,15320.75,22803,15545,15080,#N/A N/A,46.85,108,#N/A N/A,#N/A N/A,17755,18385,#N/A N/A,18385,17755,#N/A N/A,320.2,#N/A N/A,#N/A N/A,#N/A N/A,14650,14210,#N/A N/A,14695,14208,27477533.28,27785603.31,#N/A N/A,28036333.34,274815.5328,12.485,12.415,150,12.555,12.48
11/13/2020,459.27,473.177,12759862100,480.462,450.963,845.538,867.195,16944507200,880.851,830.784,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,67.5,25,#N/A N/A,#N/A N/A,15890,15848,16050,15910,15670,#N/A N/A,48.05,108,#N/A N/A,#N/A N/A,18455,18415,#N/A N/A,18455,18240,#N/A N/A,322.25,#N/A N/A,#N/A N/A,#N/A N/A,14173,14170,#N/A N/A,14222,14004,27779363.31,26765723.19,#N/A N/A,27895303.33,264375.6253,12.485,12.05,4,12.555,12.48
11/20/2020,478.338,481.63,11016069100,486.518,472.427,876.907,884.897,14788341900,894.862,867.046,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,65.95,25,#N/A N/A,#N/A N/A,16055,16115.5,38813,16065,15685,#N/A N/A,48.2,108,#N/A N/A,#N/A N/A,18750,18890,#N/A N/A,19075,18720,#N/A N/A,333.7,#N/A N/A,#N/A N/A,#N/A N/A,14130,14165,#N/A N/A,14206,14040,26770663.19,26504893.16,#N/A N/A,26860443.2,263820.3439,12.29,12.465,1469,12.47,12.24
11/27/2020,482.952,499.932,11865167000,504.288,482.952,887.35,920.112,15392267600,926.37,887.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.95,25,#N/A N/A,#N/A N/A,16015,16410.75,22470,16390,15920,#N/A N/A,49.53,108,#N/A N/A,#N/A N/A,18820,19120,#N/A N/A,19120,18681,#N/A N/A,344.35,#N/A N/A,#N/A N/A,#N/A N/A,14163,14090,#N/A N/A,14184,14090,26566163.17,25190033,#N/A N/A,26628343.17,255050.3273,12.455,12.675,1085,12.69,12.15
12/4/2020,498.93,496.117,17579490200,503.452,473.107,918.938,916.249,22622083800,929.724,872.239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,73.7,25,#N/A N/A,#N/A N/A,16350,16354.5,23986,16360,15810,#N/A N/A,47.82,108,#N/A N/A,#N/A N/A,18980,19060,#N/A N/A,19060,18850,#N/A N/A,354.35,#N/A N/A,#N/A N/A,#N/A N/A,14070,14105,#N/A N/A,14170,14070,25248993.01,25937133.09,#N/A N/A,26188803.12,251502.7331,12.675,12.225,2878,12.7,12.225
12/11/2020,502.338,503.161,11700714700,511.178,501.815,927.896,929.94,14106256100,943.668,927.023,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.7,25,#N/A N/A,#N/A N/A,16280,17230.75,26766,17235,16265,#N/A N/A,48.03,108,#N/A N/A,#N/A N/A,19071,19550,#N/A N/A,19740,19071,#N/A N/A,354.5,#N/A N/A,#N/A N/A,#N/A N/A,14108,14080,#N/A N/A,14135,14080,25955523.09,26051933.11,#N/A N/A,26552283.17,258233.6245,12.225,12.47,2914,12.52,12.205
12/18/2020,505.923,518.902,15555025100,528.904,504.554,935.229,962.359,21741632100,977.21,932.609,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,77.35,25,#N/A N/A,#N/A N/A,17690,17428,57967,17715,17335,#N/A N/A,50.01,1300,#N/A N/A,#N/A N/A,19690,20255,#N/A N/A,20255,19675,#N/A N/A,362.7,#N/A N/A,#N/A N/A,#N/A N/A,14103,14110,#N/A N/A,14149,14095,25941903.09,26547753.16,#N/A N/A,26769943.19,258396.9371,12.45,12.58,5677,12.64,12.27
12/25/2020,522.508,502.045,8781826200,524.865,487.632,969.543,936.795,11888890200,977.384,908.71,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,80.05,25,#N/A N/A,#N/A N/A,17380,16931.5,23322,17380,16635,#N/A N/A,49.8,1300,#N/A N/A,#N/A N/A,20038,20277,#N/A N/A,20277,20038,#N/A N/A,355.95,#N/A N/A,#N/A N/A,#N/A N/A,14118,14200,#N/A N/A,14232,14118,26596623.17,26820573.2,#N/A N/A,27049663.22,265056.7191,12.6,12.28,2201,12.6,12.26
1/1/2021,510.623,502.267,6403171700,518.16,499.652,953.056,934.887,8369078700,965.523,932.009,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79.6,25,#N/A N/A,#N/A N/A,17000,16553.5,18412,17025,16535,#N/A N/A,49.35,1300,#N/A N/A,#N/A N/A,20513,20540,#N/A N/A,20541,20513,#N/A N/A,352.8,#N/A N/A,#N/A N/A,#N/A N/A,14158,14050,#N/A N/A,14172,14050,26801743.2,26739013.19,#N/A N/A,26984583.22,263956.719,12.32,12.4,1730,12.39,11.99
1/8/2021,504.006,526.177,15134867300,528.02,497.645,939.014,979.306,18661278100,982.903,926.414,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.55,25,#N/A N/A,#N/A N/A,17280,17613.5,24375,17970,17280,#N/A N/A,49.88,1300,#N/A N/A,#N/A N/A,21034,21325,#N/A N/A,21440,21034,#N/A N/A,368.15,#N/A N/A,#N/A N/A,#N/A N/A,13918,14020,#N/A N/A,14025,13865,26720023.19,26148303.12,#N/A N/A,27263083.25,267060.5318,12.65,12.415,245,12.65,12.65
1/15/2021,529.282,530.591,17282279600,544.275,527.599,984.327,988.752,21253431900,1010.634,982.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,82.45,25,#N/A N/A,#N/A N/A,17165,17971.25,16604,17985,17163,#N/A N/A,50.94,1300,#N/A N/A,#N/A N/A,20965,21495,#N/A N/A,21495,20965,#N/A N/A,359.75,#N/A N/A,#N/A N/A,#N/A N/A,14020,14020,#N/A N/A,14205,14020,26037773.1,25633273.06,#N/A N/A,26385503.15,258948.6246,12.455,13.115,775,13.355,12.455
1/22/2021,529.074,533.814,14268724600,553.057,525.471,986.525,991.58,18394742300,1030.107,979.105,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79,25,#N/A N/A,#N/A N/A,18080,18222.5,45510,18375,17845,#N/A N/A,50.31,1300,#N/A N/A,#N/A N/A,21806,22000,#N/A N/A,22645,21600,#N/A N/A,361.45,#N/A N/A,#N/A N/A,#N/A N/A,14025,14035,#N/A N/A,14103,13993,25658623.06,26045183.1,#N/A N/A,26309203.14,258183.2339,13.09,13.275,1641,13.3,13.08
1/29/2021,535.841,486.619,13182821300,535.929,485.121,994.765,911.98,17664658000,994.957,907.109,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79.3,25,#N/A N/A,#N/A N/A,18235,17647.5,28924,18265,17620,#N/A N/A,50.2,1300,#N/A N/A,#N/A N/A,23031,23657,#N/A N/A,23657,23031,#N/A N/A,350.75,#N/A N/A,#N/A N/A,#N/A N/A,14055,14030,#N/A N/A,14099,14023,26099233.11,25924643.09,#N/A N/A,26295153.13,258353.5308,13.27,13.46,1856,13.5,13.05
2/5/2021,485.719,507.694,14914525400,513.971,472.494,910.464,953.577,17916424100,964.152,885.931,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,75.85,25,#N/A N/A,#N/A N/A,17825,17986.75,21733,17980,17530,#N/A N/A,51.45,1300,#N/A N/A,#N/A N/A,24325,23985,#N/A N/A,25000,23985,#N/A N/A,356.85,#N/A N/A,#N/A N/A,#N/A N/A,14033,14030,#N/A N/A,14048,13998,25963193.1,25455763.03,#N/A N/A,26305083.14,252315.6238,13.46,13,3182,13.485,12.765
2/12/2021,513.31,506.772,9157264000,516.995,503.894,964.241,953.562,11443705300,972.27,947.648,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,76.3,25,#N/A N/A,#N/A N/A,18080,18525.25,24840,18620,18050,#N/A N/A,52.99,1300,#N/A N/A,#N/A N/A,24100,25290,#N/A N/A,25568,24100,#N/A N/A,367.15,#N/A N/A,#N/A N/A,#N/A N/A,14018,13973,#N/A N/A,14018,13968,25491883.04,25468923.04,#N/A N/A,25919643.09,254077.624,13,12.81,3552,13.1,12.805
2/19/2021,510.524,505.802,8391676000,514.053,498.863,960.223,951.846,11139298800,966.413,939.01,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,76.25,25,#N/A N/A,#N/A N/A,18680,19565.5,38227,19580,18595,#N/A N/A,53.92,1300,#N/A N/A,#N/A N/A,28899,29349,#N/A N/A,29349,27760,#N/A N/A,392.95,#N/A N/A,#N/A N/A,#N/A N/A,13973,14065,#N/A N/A,14088,13873,25458893.03,25169243,#N/A N/A,25540773.04,249506.1235,12.815,12.87,4214,12.955,12.605
2/26/2021,510.268,503.524,11553438500,514.084,498.884,960.224,944.747,14474555800,965.535,936.099,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,79.8,25,#N/A N/A,#N/A N/A,19680,18532,29236,19730,18580,#N/A N/A,54.76,1300,#N/A N/A,#N/A N/A,29540,27500,#N/A N/A,29560,27500,#N/A N/A,394.3,#N/A N/A,#N/A N/A,#N/A N/A,14070,14235,#N/A N/A,14255,14070,25081212.99,24860102.96,#N/A N/A,25674603.06,250602.9361,12.875,12.75,2449,12.94,12.7
